id,book,page_num,chapter,chapter_title,section_title,content_length,has_figures,has_equations,has_references,has_captions,n_drawings,n_raster_images,page_type,img_path,qc_status
61,Dayan_Abbott,5,1,Neural Encoding I: Firing Rates and Spike Statistics,Introduction,1771,f,f,f,f,0,0,text,,passed
62,Dayan_Abbott,6,1,Neural Encoding I: Firing Rates and Spike Statistics,Introduction,3301,f,f,f,t,2,0,text,,passed
63,Dayan_Abbott,7,1,Neural Encoding I: Firing Rates and Spike Statistics,Introduction,1518,t,f,f,t,9,110,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0007.jpg,passed
697,Fundamental_Neuroscience,196,8,Release of Neurotransmitters,QUANTAL ANALYSIS: PROBING SYNAPTIC PHYSIOLOGY,5686,f,f,f,t,1,0,text,,passed
76,Dayan_Abbott,20,1,Neural Encoding I: Firing Rates and Spike Statistics,What Makes a Neuron Fire,2904,f,f,f,f,2,0,text,,passed
64,Dayan_Abbott,8,1,Neural Encoding I: Firing Rates and Spike Statistics,Introduction,2258,t,f,f,t,23,88,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0008.jpg,passed
222,Dayan_Abbott,166,5,Model Neurons I: Neuroelectronics,Integrate-and-Fire Models,2974,f,t,f,f,10,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0166.jpg,passed
65,Dayan_Abbott,9,1,Neural Encoding I: Firing Rates and Spike Statistics,Introduction,2359,t,f,f,t,27,44,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0009.jpg,passed
66,Dayan_Abbott,10,1,Neural Encoding I: Firing Rates and Spike Statistics,Introduction,3111,f,f,f,f,2,0,text,,passed
67,Dayan_Abbott,11,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2362,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0011.jpg,passed
68,Dayan_Abbott,12,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,3002,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0012.jpg,passed
69,Dayan_Abbott,13,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2639,f,t,f,f,7,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0013.jpg,passed
70,Dayan_Abbott,14,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,1872,t,t,f,t,50,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0014.jpg,passed
71,Dayan_Abbott,15,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2579,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0015.jpg,passed
72,Dayan_Abbott,16,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2499,f,t,f,t,5,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0016.jpg,passed
73,Dayan_Abbott,17,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2274,t,t,f,t,47,69,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0017.jpg,passed
550,Fundamental_Neuroscience,49,2,Basic Plan of the Nervous System,THE BASIC PLAN OF NERVOUS SYSTEM CONNECTIVITY,743,t,f,f,f,272,0,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0049.jpg,passed
74,Dayan_Abbott,18,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2594,t,t,f,t,17,72,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0018.jpg,passed
75,Dayan_Abbott,19,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Trains and Firing Rates,2235,t,t,f,t,29,19,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0019.jpg,passed
77,Dayan_Abbott,21,1,Neural Encoding I: Firing Rates and Spike Statistics,What Makes a Neuron Fire,2756,f,t,f,f,4,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0021.jpg,passed
78,Dayan_Abbott,22,1,Neural Encoding I: Firing Rates and Spike Statistics,What Makes a Neuron Fire,2097,t,t,f,t,4,69,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0022.jpg,passed
79,Dayan_Abbott,23,1,Neural Encoding I: Firing Rates and Spike Statistics,What Makes a Neuron Fire,2712,f,t,f,t,6,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0023.jpg,passed
552,Fundamental_Neuroscience,51,2,Basic Plan of the Nervous System,THE BASIC PLAN OF NERVOUS SYSTEM CONNECTIVITY,5494,f,f,f,t,1,0,text,,passed
80,Dayan_Abbott,24,1,Neural Encoding I: Firing Rates and Spike Statistics,What Makes a Neuron Fire,2230,t,t,f,t,14,124,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0024.jpg,passed
81,Dayan_Abbott,25,1,Neural Encoding I: Firing Rates and Spike Statistics,What Makes a Neuron Fire,2681,f,t,f,t,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0025.jpg,passed
120,Dayan_Abbott,64,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2905,f,t,f,f,4,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0064.jpg,passed
82,Dayan_Abbott,26,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2391,t,f,f,t,12,31,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0026.jpg,passed
83,Dayan_Abbott,27,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,3052,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0027.jpg,passed
553,Fundamental_Neuroscience,52,2,Basic Plan of the Nervous System,OVERVIEW OF THE ADULT MAMMALIAN NERVOUS SYSTEM,4966,f,f,f,t,2,0,text,,passed
84,Dayan_Abbott,28,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2547,f,t,f,t,5,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0028.jpg,passed
85,Dayan_Abbott,29,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2196,t,t,f,t,61,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0029.jpg,passed
86,Dayan_Abbott,30,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2471,f,t,f,f,5,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0030.jpg,passed
586,Fundamental_Neuroscience,85,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,PROTEIN SYNTHESIS IN NERVOUS TISSUE,4051,t,f,f,t,64,0,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0085.jpg,passed
87,Dayan_Abbott,31,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2331,t,t,f,t,2,42,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0031.jpg,passed
88,Dayan_Abbott,32,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2849,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0032.jpg,passed
556,Fundamental_Neuroscience,55,2,Basic Plan of the Nervous System,OVERVIEW OF THE ADULT MAMMALIAN NERVOUS SYSTEM,5412,f,f,f,t,1,0,text,,passed
557,Fundamental_Neuroscience,56,2,Basic Plan of the Nervous System,OVERVIEW OF THE ADULT MAMMALIAN NERVOUS SYSTEM,3584,t,f,f,t,2,2,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0056.jpg,passed
558,Fundamental_Neuroscience,57,2,Basic Plan of the Nervous System,OVERVIEW OF THE ADULT MAMMALIAN NERVOUS SYSTEM,2873,t,f,f,t,2,1,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0057.jpg,passed
89,Dayan_Abbott,33,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,1546,t,t,f,t,27,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0033.jpg,passed
90,Dayan_Abbott,34,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,2329,t,t,f,t,2813,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0034.jpg,passed
91,Dayan_Abbott,35,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,3165,f,t,f,t,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0035.jpg,passed
92,Dayan_Abbott,36,1,Neural Encoding I: Firing Rates and Spike Statistics,Spike Train Statistics,1907,t,f,f,t,6,119,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0036.jpg,passed
93,Dayan_Abbott,37,1,Neural Encoding I: Firing Rates and Spike Statistics,The Neural Code,2138,t,f,f,t,8,69,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0037.jpg,passed
94,Dayan_Abbott,38,1,Neural Encoding I: Firing Rates and Spike Statistics,The Neural Code,3291,f,f,f,f,2,0,text,,passed
95,Dayan_Abbott,39,1,Neural Encoding I: Firing Rates and Spike Statistics,The Neural Code,2145,t,f,f,t,9,66,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0039.jpg,passed
96,Dayan_Abbott,40,1,Neural Encoding I: Firing Rates and Spike Statistics,The Neural Code,3123,f,f,f,f,2,0,text,,passed
97,Dayan_Abbott,41,1,Neural Encoding I: Firing Rates and Spike Statistics,The Neural Code,1409,t,f,f,t,6,130,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0041.jpg,passed
98,Dayan_Abbott,42,1,Neural Encoding I: Firing Rates and Spike Statistics,Chapter Summary,2997,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0042.jpg,passed
99,Dayan_Abbott,43,1,Neural Encoding I: Firing Rates and Spike Statistics,Appendices,1764,f,t,f,f,10,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0043.jpg,passed
563,Fundamental_Neuroscience,62,3,Cellular Components of Nervous Tissue,NEURONS,3494,f,f,f,f,3,0,text,,passed
564,Fundamental_Neuroscience,63,3,Cellular Components of Nervous Tissue,NEURONS,3936,t,f,f,t,49,1,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0063.jpg,passed
565,Fundamental_Neuroscience,64,3,Cellular Components of Nervous Tissue,NEURONS,5703,f,f,f,t,1,0,text,,passed
566,Fundamental_Neuroscience,65,3,Cellular Components of Nervous Tissue,NEURONS,2859,t,t,f,t,1,1,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0065.jpg,passed
100,Dayan_Abbott,44,1,Neural Encoding I: Firing Rates and Spike Statistics,Appendices,1597,f,t,f,f,10,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0044.jpg,passed
122,Dayan_Abbott,66,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2635,t,t,f,t,35,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0066.jpg,passed
123,Dayan_Abbott,67,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,3001,f,t,f,t,8,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0067.jpg,passed
599,Fundamental_Neuroscience,98,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,MOLECULAR MOTORS IN THE NERVOUS SYSTEM,5530,f,f,f,t,2,0,text,,passed
101,Dayan_Abbott,45,1,Neural Encoding I: Firing Rates and Spike Statistics,Appendices,1896,f,t,f,f,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0045.jpg,passed
103,Dayan_Abbott,47,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction,1818,f,f,f,f,0,0,text,,passed
104,Dayan_Abbott,48,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Estimating Firing Rates,2756,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0048.jpg,passed
567,Fundamental_Neuroscience,66,3,Cellular Components of Nervous Tissue,SPECIFIC EXAMPLES OF DIFFERENT NEURONAL TYPES,5350,f,f,f,t,2,0,text,,passed
568,Fundamental_Neuroscience,67,3,Cellular Components of Nervous Tissue,SPECIFIC EXAMPLES OF DIFFERENT NEURONAL TYPES,5416,f,f,f,t,1,0,text,,passed
569,Fundamental_Neuroscience,68,3,Cellular Components of Nervous Tissue,NEUROGLIA,4062,t,f,f,t,13,1,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0068.jpg,passed
121,Dayan_Abbott,65,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,1030,t,t,f,t,5081,184,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0065.jpg,passed
105,Dayan_Abbott,49,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Estimating Firing Rates,2462,f,t,f,t,5,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0049.jpg,passed
106,Dayan_Abbott,50,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Estimating Firing Rates,1633,t,f,f,t,6,129,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0050.jpg,passed
107,Dayan_Abbott,51,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Estimating Firing Rates,2672,f,t,f,f,2,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0051.jpg,passed
108,Dayan_Abbott,52,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Estimating Firing Rates,2333,t,t,f,t,494,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0052.jpg,passed
570,Fundamental_Neuroscience,69,3,Cellular Components of Nervous Tissue,NEUROGLIA,4270,t,f,f,t,2,1,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0069.jpg,passed
698,Fundamental_Neuroscience,197,8,Release of Neurotransmitters,SHORT-TERM SYNAPTIC PLASTICITY,5540,f,f,f,t,3,0,text,,passed
109,Dayan_Abbott,53,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Estimating Firing Rates,2480,t,t,f,t,16,12,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0053.jpg,passed
110,Dayan_Abbott,54,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,3245,f,f,f,t,2,0,text,,passed
111,Dayan_Abbott,55,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,2143,t,f,f,t,29,200,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0055.jpg,passed
112,Dayan_Abbott,56,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,2317,t,f,f,t,12,205,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0056.jpg,passed
113,Dayan_Abbott,57,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,3138,f,f,f,f,2,0,text,,passed
114,Dayan_Abbott,58,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,2782,t,f,f,t,27,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0058.jpg,passed
115,Dayan_Abbott,59,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,1923,t,t,f,t,20,74,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0059.jpg,passed
116,Dayan_Abbott,60,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,2908,f,t,f,t,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0060.jpg,passed
117,Dayan_Abbott,61,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Introduction to the Early Visual System,2520,t,t,f,t,27,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0061.jpg,passed
118,Dayan_Abbott,62,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2544,f,t,f,f,4,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0062.jpg,passed
119,Dayan_Abbott,63,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2047,t,t,f,t,31,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0063.jpg,passed
124,Dayan_Abbott,68,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2457,t,t,f,t,61,288,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0068.jpg,passed
126,Dayan_Abbott,70,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2274,t,t,f,t,48,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0070.jpg,passed
587,Fundamental_Neuroscience,86,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,PROTEIN SYNTHESIS IN NERVOUS TISSUE,4665,t,f,f,t,529,0,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0086.jpg,passed
592,Fundamental_Neuroscience,91,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,5344,f,f,f,f,2,0,text,,passed
593,Fundamental_Neuroscience,92,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,5755,f,f,f,f,1,0,text,,passed
594,Fundamental_Neuroscience,93,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,4672,f,f,f,f,5,0,text,,passed
127,Dayan_Abbott,71,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,1919,t,t,f,t,5332,73,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0071.jpg,passed
128,Dayan_Abbott,72,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2556,t,t,f,t,21,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0072.jpg,passed
129,Dayan_Abbott,73,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2320,t,f,f,t,61,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0073.jpg,passed
130,Dayan_Abbott,74,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,1864,t,t,f,t,100,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0074.jpg,passed
597,Fundamental_Neuroscience,96,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,4993,f,f,f,f,4,0,text,,passed
208,Dayan_Abbott,152,4,Information Theory,Entropy and Information for Spike Trains,1985,t,t,f,t,5,101,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0152.jpg,passed
131,Dayan_Abbott,75,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,2278,t,t,f,t,4609,60,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0075.jpg,passed
132,Dayan_Abbott,76,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Reverse Correlation Methods - Simple Cells,1917,t,t,f,t,95,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0076.jpg,passed
133,Dayan_Abbott,77,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Static Nonlinearities - Complex Cells,2877,f,t,f,f,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0077.jpg,passed
134,Dayan_Abbott,78,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Static Nonlinearities - Complex Cells,2212,t,t,f,t,42,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0078.jpg,passed
598,Fundamental_Neuroscience,97,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,5434,f,f,f,f,1,0,text,,passed
135,Dayan_Abbott,79,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Static Nonlinearities - Complex Cells,2069,f,t,f,t,14,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0079.jpg,passed
209,Dayan_Abbott,153,4,Information Theory,Chapter Summary,3020,f,f,f,f,2,0,text,,passed
588,Fundamental_Neuroscience,87,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,PROTEIN SYNTHESIS IN NERVOUS TISSUE,3473,t,f,f,t,1,1,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0087.jpg,passed
589,Fundamental_Neuroscience,88,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,PROTEIN SYNTHESIS IN NERVOUS TISSUE,5734,f,f,f,t,1,0,text,,passed
590,Fundamental_Neuroscience,89,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,PROTEIN SYNTHESIS IN NERVOUS TISSUE,5707,f,f,f,t,1,0,text,,passed
136,Dayan_Abbott,80,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Receptive Fields in the Retina and LGN,2725,f,t,f,t,6,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0080.jpg,passed
137,Dayan_Abbott,81,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Receptive Fields in the Retina and LGN,1900,t,t,f,t,7492,95,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0081.jpg,passed
138,Dayan_Abbott,82,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Receptive Fields in the Retina and LGN,1835,t,t,f,t,10,255,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0082.jpg,passed
139,Dayan_Abbott,83,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Constructing V1 Receptive Fields,3002,f,f,f,f,2,0,text,,passed
591,Fundamental_Neuroscience,90,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,PROTEIN SYNTHESIS IN NERVOUS TISSUE,5417,f,f,f,f,1,0,text,,passed
140,Dayan_Abbott,84,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Chapter Summary,2416,t,t,f,t,66,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0084.jpg,passed
141,Dayan_Abbott,85,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Appendices,2024,f,t,f,f,10,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0085.jpg,passed
142,Dayan_Abbott,86,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Appendices,1624,f,t,f,f,5,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0086.jpg,passed
143,Dayan_Abbott,87,2,Neural Encoding II: Reverse Correlation and Visual Receptive Fields,Appendices,2069,f,t,f,f,7,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0087.jpg,passed
595,Fundamental_Neuroscience,94,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,4794,f,f,f,f,2,0,text,,passed
596,Fundamental_Neuroscience,95,4,Subcellular Organization of the Nervous System: Organelles and Their Functions,CYTOSKELETONS OF NEURONS AND GLIAL CELLS,5664,f,f,f,f,1,0,text,,passed
145,Dayan_Abbott,89,3,Neural Decoding,Encoding and Decoding,1985,f,t,f,f,0,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0089.jpg,passed
146,Dayan_Abbott,90,3,Neural Decoding,Encoding and Decoding,2268,f,t,f,f,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0090.jpg,passed
147,Dayan_Abbott,91,3,Neural Decoding,Discrimination,3091,f,f,f,f,2,0,text,,passed
148,Dayan_Abbott,92,3,Neural Decoding,Discrimination,1576,t,t,f,t,87,128,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0092.jpg,passed
149,Dayan_Abbott,93,3,Neural Decoding,Discrimination,3050,f,t,f,t,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0093.jpg,passed
699,Fundamental_Neuroscience,198,8,Release of Neurotransmitters,SHORT-TERM SYNAPTIC PLASTICITY,135,t,f,f,f,81,0,figure,/home/claude/bri610-tutor/data/textbook_images/FN/p0198.jpg,passed
700,Fundamental_Neuroscience,199,8,Release of Neurotransmitters,SHORT-TERM SYNAPTIC PLASTICITY,5472,f,f,f,t,1,0,text,,passed
1776,Fundamental_Neuroscience,1275,53,Consciousness,References,4810,f,f,f,f,1,0,text,,passed
150,Dayan_Abbott,94,3,Neural Decoding,Discrimination,2804,t,t,f,t,27,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0094.jpg,passed
151,Dayan_Abbott,95,3,Neural Decoding,Discrimination,1995,t,t,f,t,359,74,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0095.jpg,passed
152,Dayan_Abbott,96,3,Neural Decoding,Discrimination,2270,f,t,f,f,9,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0096.jpg,passed
153,Dayan_Abbott,97,3,Neural Decoding,Discrimination,2719,f,t,f,t,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0097.jpg,passed
629,Fundamental_Neuroscience,128,5,Electrotonic Properties of Axons and Dendrites,RELATING PASSIVE TO ACTIVE POTENTIALS,310,t,t,f,f,59,2,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0128.jpg,passed
727,Fundamental_Neuroscience,226,10,Intracellular Signaling,SIGNALING THROUGH G-PROTEIN-LINKED RECEPTORS,3486,f,f,f,f,3,0,text,,passed
728,Fundamental_Neuroscience,227,10,Intracellular Signaling,SIGNALING THROUGH G-PROTEIN-LINKED RECEPTORS,4544,t,t,f,t,51,0,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0227.jpg,passed
1777,Fundamental_Neuroscience,1276,53,Consciousness,References,4725,f,f,f,f,1,0,text,,passed
154,Dayan_Abbott,98,3,Neural Decoding,Discrimination,2555,f,t,f,f,12,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0098.jpg,passed
155,Dayan_Abbott,99,3,Neural Decoding,Population Decoding,2102,f,t,f,f,7,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0099.jpg,passed
156,Dayan_Abbott,100,3,Neural Decoding,Population Decoding,2349,t,f,f,t,11,41,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0100.jpg,passed
158,Dayan_Abbott,102,3,Neural Decoding,Population Decoding,2479,t,t,f,t,191,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0102.jpg,passed
159,Dayan_Abbott,103,3,Neural Decoding,Population Decoding,2731,f,t,f,f,5,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0103.jpg,passed
160,Dayan_Abbott,104,3,Neural Decoding,Population Decoding,1793,t,f,f,t,2,97,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0104.jpg,passed
161,Dayan_Abbott,105,3,Neural Decoding,Population Decoding,2923,f,t,f,t,3,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0105.jpg,passed
162,Dayan_Abbott,106,3,Neural Decoding,Population Decoding,2375,f,t,f,t,13,0,equation,/home/claude/bri610-tutor/data/textbook_images/DA/p0106.jpg,passed
729,Fundamental_Neuroscience,228,10,Intracellular Signaling,SIGNALING THROUGH G-PROTEIN-LINKED RECEPTORS,5095,t,f,f,t,28,0,mixed,/home/claude/bri610-tutor/data/textbook_images/FN/p0228.jpg,passed
163,Dayan_Abbott,107,3,Neural Decoding,Population Decoding,2146,t,t,f,t,41,0,mixed,/home/claude/bri610-tutor/data/textbook_images/DA/p0107.jpg,passed
